habitat,cap-surface,cap-shape,cap-color,stalk-color-above-ring,stalk-shape,ring-number,odor,gill-attachment,veil-color,stalk-surface-below-ring,gill-spacing,spore-print-color,gill-color,class,population,stalk-color-below-ring,ring-type,bruises,stalk-surface-above-ring,veil-type,stalk-root,gill-size
leaves,smooth,knobbed,red,pink,tapering,one,fishy,free,white,smooth,close,white,buff,poisonous,several,white,evanescent,false,smooth,partial,missing,narrow
paths,scaly,knobbed,red,white,tapering,one,fishy,free,white,smooth,close,white,buff,poisonous,several,pink,evanescent,false,smooth,partial,missing,narrow
paths,smooth,knobbed,brown,white,tapering,one,fishy,free,white,smooth,close,white,buff,poisonous,several,pink,evanescent,false,smooth,partial,missing,narrow
paths,scaly,convex,red,white,tapering,one,foul,free,white,silky,close,white,buff,poisonous,several,pink,evanescent,false,smooth,partial,missing,narrow
leaves,smooth,knobbed,brown,orange,enlarging,one,none,attached,orange,smooth,close,orange,orange,edible,clustered,orange,pendant,false,smooth,partial,missing,broad
leaves,scaly,flat,yellow,yellow,enlarging,one,none,free,yellow,scaly,crowded,white,white,poisonous,clustered,yellow,evanescent,false,scaly,partial,club,narrow
woods,scaly,convex,cinnamon,cinnamon,enlarging,none,musty,attached,white,scaly,close,white,white,poisonous,clustered,cinnamon,none,false,silky,partial,club,broad
woods,smooth,convex,brown,white,tapering,one,fishy,free,white,smooth,close,white,buff,poisonous,several,white,evanescent,false,smooth,partial,missing,narrow
paths,scaly,convex,pink,white,enlarging,two,none,free,white,smooth,close,white,white,edible,several,white,pendant,true,smooth,partial,bulbous,broad
paths,scaly,knobbed,brown,pink,tapering,one,spicy,free,white,silky,close,white,buff,poisonous,several,pink,evanescent,false,smooth,partial,missing,narrow
grasses,smooth,knobbed,gray,white,enlarging,two,none,free,white,silky,crowded,white,gray,edible,numerous,white,pendant,false,smooth,partial,missing,broad
grasses,smooth,bell,gray,white,enlarging,two,none,free,white,silky,crowded,white,pink,edible,scattered,white,pendant,false,smooth,partial,missing,broad
paths,smooth,knobbed,red,pink,tapering,one,foul,free,white,smooth,close,white,buff,poisonous,several,white,evanescent,false,silky,partial,missing,narrow
leaves,smooth,convex,brown,orange,enlarging,one,none,attached,brown,smooth,close,buff,orange,edible,several,orange,pendant,false,smooth,partial,missing,broad
leaves,smooth,bell,brown,orange,enlarging,one,none,attached,brown,smooth,close,buff,orange,edible,several,orange,pendant,false,smooth,partial,missing,broad
paths,smooth,flat,brown,white,enlarging,two,none,free,white,smooth,close,white,white,edible,solitary,white,pendant,true,smooth,partial,bulbous,broad
grasses,smooth,knobbed,gray,white,enlarging,two,none,free,white,smooth,crowded,white,gray,edible,scattered,white,pendant,false,smooth,partial,missing,broad
woods,smooth,flat,brown,pink,tapering,one,fishy,free,white,smooth,close,white,buff,poisonous,several,pink,evanescent,false,silky,partial,missing,narrow
woods,smooth,knobbed,brown,white,tapering,one,foul,free,white,smooth,close,white,buff,poisonous,several,pink,evanescent,false,smooth,partial,missing,narrow
leaves,scaly,flat,brown,pink,tapering,one,spicy,free,white,smooth,close,white,buff,poisonous,several,pink,evanescent,false,silky,partial,missing,narrow
woods,scaly,knobbed,red,white,tapering,one,fishy,free,white,smooth,close,white,buff,poisonous,several,pink,evanescent,false,silky,partial,missing,narrow
leaves,smooth,knobbed,brown,pink,tapering,one,foul,free,white,smooth,close,white,buff,poisonous,several,pink,evanescent,false,silky,partial,missing,narrow
paths,smooth,knobbed,red,white,tapering,one,fishy,free,white,smooth,close,white,buff,poisonous,several,white,evanescent,false,silky,partial,missing,narrow
grasses,smooth,bell,white,white,enlarging,two,none,free,white,smooth,crowded,white,white,edible,numerous,white,pendant,false,silky,partial,missing,broad
woods,scaly,knobbed,brown,cinnamon,enlarging,none,musty,free,white,scaly,close,white,yellow,poisonous,clustered,cinnamon,none,false,silky,partial,club,broad
woods,scaly,knobbed,red,white,tapering,one,fishy,free,white,smooth,close,white,buff,poisonous,several,pink,evanescent,false,smooth,partial,missing,narrow
leaves,smooth,knobbed,brown,orange,enlarging,one,none,attached,orange,smooth,close,yellow,orange,edible,several,orange,pendant,false,smooth,partial,missing,broad
paths,smooth,knobbed,red,pink,tapering,one,foul,free,white,silky,close,white,buff,poisonous,several,white,evanescent,false,smooth,partial,missing,narrow
grasses,smooth,bell,white,white,enlarging,two,none,free,white,silky,crowded,white,white,edible,scattered,white,pendant,false,silky,partial,missing,broad
grasses,smooth,convex,gray,white,enlarging,two,none,free,white,silky,crowded,white,pink,edible,scattered,white,pendant,false,silky,partial,missing,broad
leaves,smooth,knobbed,brown,white,tapering,one,spicy,free,white,silky,close,white,buff,poisonous,several,white,evanescent,false,smooth,partial,missing,narrow
paths,scaly,knobbed,brown,pink,tapering,one,fishy,free,white,smooth,close,white,buff,poisonous,several,pink,evanescent,false,smooth,partial,missing,narrow
woods,smooth,knobbed,brown,white,tapering,one,foul,free,white,silky,close,white,buff,poisonous,several,white,evanescent,false,smooth,partial,missing,narrow
paths,scaly,knobbed,red,pink,tapering,one,foul,free,white,smooth,close,white,buff,poisonous,several,pink,evanescent,false,smooth,partial,missing,narrow
leaves,smooth,knobbed,red,white,tapering,one,spicy,free,white,silky,close,white,buff,poisonous,several,pink,evanescent,false,silky,partial,missing,narrow
paths,scaly,knobbed,brown,white,tapering,one,fishy,free,white,silky,close,white,buff,poisonous,several,white,evanescent,false,smooth,partial,missing,narrow
grasses,smooth,bell,gray,white,enlarging,two,none,free,white,silky,crowded,white,pink,edible,scattered,white,pendant,false,silky,partial,missing,broad
paths,scaly,knobbed,red,pink,tapering,one,fishy,free,white,silky,close,white,buff,poisonous,several,pink,evanescent,false,smooth,partial,missing,narrow
grasses,fibrous,bell,white,white,enlarging,two,none,free,white,silky,crowded,white,gray,edible,scattered,white,pendant,false,smooth,partial,missing,broad
leaves,scaly,conical,yellow,yellow,enlarging,one,none,free,yellow,scaly,crowded,white,yellow,poisonous,clustered,yellow,evanescent,false,scaly,partial,club,narrow
paths,smooth,convex,brown,white,tapering,one,spicy,free,white,silky,close,white,buff,poisonous,several,pink,evanescent,false,smooth,partial,missing,narrow
leaves,scaly,knobbed,red,pink,tapering,one,fishy,free,white,silky,close,white,buff,poisonous,several,pink,evanescent,false,silky,partial,missing,narrow
grasses,smooth,convex,gray,white,enlarging,two,none,free,white,smooth,crowded,white,gray,edible,scattered,white,pendant,false,smooth,partial,missing,broad
leaves,smooth,bell,brown,orange,enlarging,one,none,attached,brown,smooth,close,yellow,brown,edible,several,orange,pendant,false,smooth,partial,missing,broad
leaves,scaly,knobbed,red,pink,tapering,one,fishy,free,white,silky,close,white,buff,poisonous,several,pink,evanescent,false,smooth,partial,missing,narrow
leaves,smooth,bell,brown,orange,enlarging,one,none,attached,orange,smooth,close,brown,orange,edible,clustered,orange,pendant,false,smooth,partial,missing,broad
leaves,scaly,knobbed,red,pink,tapering,one,fishy,free,white,smooth,close,white,buff,poisonous,several,white,evanescent,false,smooth,partial,missing,narrow
leaves,scaly,knobbed,red,pink,tapering,one,foul,free,white,silky,close,white,buff,poisonous,several,pink,evanescent,false,silky,partial,missing,narrow
paths,smooth,knobbed,red,white,tapering,one,fishy,free,white,smooth,close,white,buff,poisonous,several,white,evanescent,false,smooth,partial,missing,narrow
grasses,smooth,bell,gray,white,enlarging,two,none,free,white,smooth,crowded,white,pink,edible,scattered,white,pendant,false,smooth,partial,missing,broad
leaves,smooth,knobbed,brown,orange,enlarging,one,none,attached,orange,smooth,close,brown,brown,edible,clustered,orange,pendant,false,smooth,partial,missing,broad
leaves,smooth,bell,brown,orange,enlarging,one,none,attached,brown,smooth,close,brown,yellow,edible,several,orange,pendant,false,smooth,partial,missing,broad
woods,smooth,convex,brown,white,tapering,one,foul,free,white,silky,close,white,buff,poisonous,several,pink,evanescent,false,smooth,partial,missing,narrow
paths,smooth,convex,gray,white,enlarging,two,none,free,white,smooth,close,white,white,edible,several,white,pendant,true,smooth,partial,bulbous,broad
grasses,fibrous,convex,gray,white,enlarging,two,none,free,white,smooth,crowded,white,white,edible,scattered,white,pendant,false,silky,partial,missing,broad
leaves,smooth,knobbed,brown,pink,tapering,one,spicy,free,white,smooth,close,white,buff,poisonous,several,pink,evanescent,false,silky,partial,missing,narrow
grasses,fibrous,knobbed,gray,white,enlarging,two,none,free,white,smooth,crowded,white,pink,edible,numerous,white,pendant,false,silky,partial,missing,broad
paths,smooth,knobbed,brown,white,tapering,one,foul,free,white,smooth,close,white,buff,poisonous,several,pink,evanescent,false,silky,partial,missing,narrow
woods,scaly,knobbed,red,pink,tapering,one,fishy,free,white,smooth,close,white,buff,poisonous,several,pink,evanescent,false,smooth,partial,missing,narrow
woods,scaly,knobbed,brown,pink,tapering,one,spicy,free,white,smooth,close,white,buff,poisonous,several,white,evanescent,false,smooth,partial,missing,narrow
paths,smooth,flat,pink,white,enlarging,two,none,free,white,smooth,close,white,white,edible,solitary,white,pendant,true,smooth,partial,bulbous,broad
woods,scaly,knobbed,brown,white,tapering,one,foul,free,white,smooth,close,white,buff,poisonous,several,pink,evanescent,false,silky,partial,missing,narrow
paths,scaly,knobbed,red,pink,tapering,one,foul,free,white,smooth,close,white,buff,poisonous,several,white,evanescent,false,smooth,partial,missing,narrow
leaves,smooth,flat,brown,orange,enlarging,one,none,attached,brown,smooth,close,buff,yellow,edible,clustered,orange,pendant,false,smooth,partial,missing,broad
leaves,scaly,knobbed,red,pink,tapering,one,foul,free,white,silky,close,white,buff,poisonous,several,white,evanescent,false,silky,partial,missing,narrow
woods,scaly,knobbed,brown,white,tapering,one,fishy,free,white,silky,close,white,buff,poisonous,several,white,evanescent,false,silky,partial,missing,narrow
woods,scaly,knobbed,brown,pink,tapering,one,fishy,free,white,silky,close,white,buff,poisonous,several,pink,evanescent,false,silky,partial,missing,narrow
paths,scaly,flat,brown,white,tapering,one,spicy,free,white,silky,close,white,buff,poisonous,several,white,evanescent,false,smooth,partial,missing,narrow
paths,smooth,knobbed,red,pink,tapering,one,foul,free,white,silky,close,white,buff,poisonous,several,pink,evanescent,false,silky,partial,missing,narrow
leaves,scaly,knobbed,red,pink,tapering,one,spicy,free,white,silky,close,white,buff,poisonous,several,pink,evanescent,false,silky,partial,missing,narrow
leaves,smooth,convex,brown,orange,enlarging,one,none,attached,orange,smooth,close,orange,brown,edible,clustered,orange,pendant,false,smooth,partial,missing,broad
paths,smooth,flat,red,white,tapering,one,spicy,free,white,smooth,close,white,buff,poisonous,several,pink,evanescent,false,silky,partial,missing,narrow
grasses,smooth,knobbed,gray,white,enlarging,two,none,free,white,smooth,crowded,white,pink,edible,scattered,white,pendant,false,smooth,partial,missing,broad
leaves,smooth,knobbed,red,pink,tapering,one,spicy,free,white,smooth,close,white,buff,poisonous,several,pink,evanescent,false,smooth,partial,missing,narrow
leaves,smooth,knobbed,red,pink,tapering,one,fishy,free,white,silky,close,white,buff,poisonous,several,white,evanescent,false,smooth,partial,missing,narrow
leaves,smooth,flat,brown,orange,enlarging,one,none,attached,orange,smooth,close,orange,brown,edible,several,orange,pendant,false,smooth,partial,missing,broad
leaves,smooth,knobbed,brown,pink,tapering,one,spicy,free,white,silky,close,white,buff,poisonous,several,pink,evanescent,false,smooth,partial,missing,narrow
grasses,fibrous,convex,gray,white,enlarging,two,none,free,white,silky,crowded,white,pink,edible,scattered,white,pendant,false,smooth,partial,missing,broad
leaves,smooth,knobbed,brown,orange,enlarging,one,none,attached,orange,smooth,close,orange,brown,edible,several,orange,pendant,false,smooth,partial,missing,broad
paths,smooth,flat,red,pink,tapering,one,spicy,free,white,smooth,close,white,buff,poisonous,several,pink,evanescent,false,smooth,partial,missing,narrow
woods,smooth,knobbed,brown,white,tapering,one,spicy,free,white,smooth,close,white,buff,poisonous,several,white,evanescent,false,smooth,partial,missing,narrow
paths,scaly,flat,brown,white,enlarging,two,none,free,white,smooth,close,white,white,edible,solitary,white,pendant,true,smooth,partial,bulbous,broad
grasses,fibrous,convex,gray,white,enlarging,two,none,free,white,silky,crowded,white,gray,edible,numerous,white,pendant,false,smooth,partial,missing,broad
grasses,smooth,knobbed,white,white,enlarging,two,none,free,white,smooth,crowded,white,white,edible,numerous,white,pendant,false,silky,partial,missing,broad
leaves,smooth,bell,brown,orange,enlarging,one,none,attached,brown,smooth,close,buff,brown,edible,clustered,orange,pendant,false,smooth,partial,missing,broad
paths,scaly,knobbed,red,white,tapering,one,spicy,free,white,silky,close,white,buff,poisonous,several,white,evanescent,false,silky,partial,missing,narrow
leaves,scaly,knobbed,red,white,tapering,one,fishy,free,white,smooth,close,white,buff,poisonous,several,white,evanescent,false,smooth,partial,missing,narrow
paths,scaly,knobbed,brown,brown,enlarging,two,none,free,white,scaly,close,white,white,edible,solitary,brown,pendant,false,scaly,partial,bulbous,broad
grasses,fibrous,convex,gray,white,enlarging,two,none,free,white,silky,crowded,white,pink,edible,scattered,white,pendant,false,silky,partial,missing,broad
paths,smooth,knobbed,brown,white,tapering,one,foul,free,white,silky,close,white,buff,poisonous,several,white,evanescent,false,silky,partial,missing,narrow
leaves,scaly,knobbed,red,pink,tapering,one,foul,free,white,silky,close,white,buff,poisonous,several,pink,evanescent,false,smooth,partial,missing,narrow
woods,scaly,knobbed,brown,white,tapering,one,foul,free,white,silky,close,white,buff,poisonous,several,white,evanescent,false,smooth,partial,missing,narrow
leaves,scaly,flat,brown,white,tapering,one,foul,free,white,silky,close,white,buff,poisonous,several,pink,evanescent,false,smooth,partial,missing,narrow
leaves,smooth,flat,brown,orange,enlarging,one,none,attached,brown,smooth,close,buff,yellow,edible,several,orange,pendant,false,smooth,partial,missing,broad
woods,scaly,flat,red,white,tapering,one,foul,free,white,smooth,close,white,buff,poisonous,several,pink,evanescent,false,smooth,partial,missing,narrow
paths,smooth,knobbed,brown,pink,tapering,one,spicy,free,white,silky,close,white,buff,poisonous,several,pink,evanescent,false,smooth,partial,missing,narrow
leaves,smooth,knobbed,brown,white,tapering,one,foul,free,white,silky,close,white,buff,poisonous,several,pink,evanescent,false,smooth,partial,missing,narrow
leaves,smooth,bell,brown,orange,enlarging,one,none,attached,orange,smooth,close,yellow,brown,edible,clustered,orange,pendant,false,smooth,partial,missing,broad
grasses,fibrous,convex,gray,white,enlarging,two,none,free,white,smooth,crowded,white,gray,edible,numerous,white,pendant,false,silky,partial,missing,broad
paths,smooth,knobbed,brown,white,tapering,one,spicy,free,white,silky,close,white,buff,poisonous,several,white,evanescent,false,smooth,partial,missing,narrow
paths,scaly,knobbed,brown,white,tapering,one,foul,free,white,smooth,close,white,buff,poisonous,several,white,evanescent,false,smooth,partial,missing,narrow
grasses,smooth,convex,gray,white,enlarging,two,none,free,white,smooth,crowded,white,white,edible,scattered,white,pendant,false,smooth,partial,missing,broad
woods,scaly,knobbed,brown,white,tapering,one,spicy,free,white,silky,close,white,buff,poisonous,several,white,evanescent,false,silky,partial,missing,narrow
woods,smooth,knobbed,red,white,tapering,one,spicy,free,white,smooth,close,white,buff,poisonous,several,pink,evanescent,false,silky,partial,missing,narrow
leaves,scaly,knobbed,red,white,tapering,one,fishy,free,white,silky,close,white,buff,poisonous,several,pink,evanescent,false,smooth,partial,missing,narrow
leaves,smooth,bell,brown,orange,enlarging,one,none,attached,brown,smooth,close,orange,orange,edible,clustered,orange,pendant,false,smooth,partial,missing,broad
grasses,smooth,bell,gray,white,enlarging,two,none,free,white,silky,crowded,white,gray,edible,scattered,white,pendant,false,smooth,partial,missing,broad
woods,scaly,convex,red,cinnamon,enlarging,none,musty,attached,white,scaly,close,white,white,poisonous,clustered,cinnamon,none,false,silky,partial,club,broad
paths,smooth,knobbed,brown,pink,tapering,one,foul,free,white,smooth,close,white,buff,poisonous,several,pink,evanescent,false,silky,partial,missing,narrow
woods,scaly,knobbed,red,pink,tapering,one,foul,free,white,smooth,close,white,buff,poisonous,several,pink,evanescent,false,silky,partial,missing,narrow
woods,scaly,knobbed,red,white,tapering,one,fishy,free,white,silky,close,white,buff,poisonous,several,pink,evanescent,false,smooth,partial,missing,narrow
woods,smooth,knobbed,brown,white,tapering,one,foul,free,white,silky,close,white,buff,poisonous,several,pink,evanescent,false,silky,partial,missing,narrow
leaves,scaly,knobbed,red,pink,tapering,one,spicy,free,white,smooth,close,white,buff,poisonous,several,pink,evanescent,false,silky,partial,missing,narrow
woods,smooth,knobbed,red,pink,tapering,one,spicy,free,white,smooth,close,white,buff,poisonous,several,white,evanescent,false,smooth,partial,missing,narrow
paths,smooth,convex,red,pink,tapering,one,fishy,free,white,smooth,close,white,buff,poisonous,several,white,evanescent,false,silky,partial,missing,narrow
woods,smooth,knobbed,red,white,tapering,one,spicy,free,white,smooth,close,white,buff,poisonous,several,pink,evanescent,false,smooth,partial,missing,narrow
woods,smooth,knobbed,brown,pink,tapering,one,fishy,free,white,smooth,close,white,buff,poisonous,several,white,evanescent,false,smooth,partial,missing,narrow
grasses,fibrous,bell,gray,white,enlarging,two,none,free,white,silky,crowded,white,white,edible,scattered,white,pendant,false,silky,partial,missing,broad
woods,scaly,knobbed,brown,cinnamon,enlarging,none,musty,attached,white,scaly,close,white,yellow,poisonous,clustered,cinnamon,none,false,silky,partial,club,broad
paths,smooth,flat,brown,white,enlarging,two,none,free,white,smooth,close,white,white,edible,several,white,pendant,true,smooth,partial,bulbous,broad
paths,smooth,knobbed,brown,pink,tapering,one,fishy,free,white,silky,close,white,buff,poisonous,several,pink,evanescent,false,silky,partial,missing,narrow
leaves,scaly,flat,yellow,yellow,enlarging,one,none,free,yellow,scaly,crowded,white,yellow,poisonous,clustered,yellow,evanescent,false,scaly,partial,club,narrow
leaves,smooth,knobbed,brown,white,tapering,one,spicy,free,white,smooth,close,white,buff,poisonous,several,white,evanescent,false,silky,partial,missing,narrow
woods,scaly,flat,red,cinnamon,enlarging,none,musty,attached,white,scaly,close,white,yellow,poisonous,clustered,cinnamon,none,false,silky,partial,club,broad
grasses,fibrous,convex,gray,white,enlarging,two,none,free,white,smooth,crowded,white,pink,edible,numerous,white,pendant,false,smooth,partial,missing,broad
woods,scaly,knobbed,brown,pink,tapering,one,fishy,free,white,silky,close,white,buff,poisonous,several,white,evanescent,false,smooth,partial,missing,narrow
leaves,smooth,knobbed,brown,white,tapering,one,spicy,free,white,smooth,close,white,buff,poisonous,several,pink,evanescent,false,silky,partial,missing,narrow
woods,scaly,flat,brown,pink,tapering,one,fishy,free,white,smooth,close,white,buff,poisonous,several,pink,evanescent,false,smooth,partial,missing,narrow
leaves,smooth,flat,brown,orange,enlarging,one,none,attached,orange,smooth,close,yellow,brown,edible,clustered,orange,pendant,false,smooth,partial,missing,broad
woods,scaly,knobbed,brown,pink,tapering,one,spicy,free,white,smooth,close,white,buff,poisonous,several,pink,evanescent,false,smooth,partial,missing,narrow
woods,scaly,flat,brown,pink,tapering,one,foul,free,white,silky,close,white,buff,poisonous,several,white,evanescent,false,silky,partial,missing,narrow
paths,smooth,knobbed,brown,white,tapering,one,spicy,free,white,silky,close,white,buff,poisonous,several,white,evanescent,false,silky,partial,missing,narrow
leaves,scaly,flat,red,pink,tapering,one,spicy,free,white,silky,close,white,buff,poisonous,several,white,evanescent,false,smooth,partial,missing,narrow
paths,smooth,knobbed,brown,white,tapering,one,spicy,free,white,silky,close,white,buff,poisonous,several,pink,evanescent,false,silky,partial,missing,narrow
woods,scaly,convex,red,pink,tapering,one,spicy,free,white,smooth,close,white,buff,poisonous,several,pink,evanescent,false,smooth,partial,missing,narrow
paths,scaly,knobbed,brown,pink,tapering,one,fishy,free,white,silky,close,white,buff,poisonous,several,pink,evanescent,false,smooth,partial,missing,narrow
grasses,smooth,convex,white,white,enlarging,two,none,free,white,smooth,crowded,white,pink,edible,scattered,white,pendant,false,silky,partial,missing,broad
grasses,smooth,convex,gray,white,enlarging,two,none,free,white,silky,crowded,white,gray,edible,scattered,white,pendant,false,smooth,partial,missing,broad
grasses,fibrous,convex,white,white,enlarging,two,none,free,white,silky,crowded,white,white,edible,scattered,white,pendant,false,silky,partial,missing,broad
woods,smooth,knobbed,brown,pink,tapering,one,spicy,free,white,smooth,close,white,buff,poisonous,several,white,evanescent,false,silky,partial,missing,narrow
woods,smooth,knobbed,red,white,tapering,one,foul,free,white,silky,close,white,buff,poisonous,several,pink,evanescent,false,silky,partial,missing,narrow
paths,scaly,knobbed,red,pink,tapering,one,fishy,free,white,silky,close,white,buff,poisonous,several,white,evanescent,false,smooth,partial,missing,narrow
woods,smooth,knobbed,red,pink,tapering,one,foul,free,white,smooth,close,white,buff,poisonous,several,pink,evanescent,false,smooth,partial,missing,narrow
paths,smooth,knobbed,brown,pink,tapering,one,fishy,free,white,smooth,close,white,buff,poisonous,several,pink,evanescent,false,silky,partial,missing,narrow
leaves,scaly,knobbed,brown,white,tapering,one,foul,free,white,silky,close,white,buff,poisonous,several,pink,evanescent,false,silky,partial,missing,narrow
paths,scaly,knobbed,red,white,tapering,one,fishy,free,white,smooth,close,white,buff,poisonous,several,white,evanescent,false,smooth,partial,missing,narrow
woods,smooth,knobbed,brown,white,tapering,one,fishy,free,white,silky,close,white,buff,poisonous,several,white,evanescent,false,smooth,partial,missing,narrow
woods,smooth,knobbed,red,white,tapering,one,spicy,free,white,silky,close,white,buff,poisonous,several,white,evanescent,false,smooth,partial,missing,narrow
leaves,smooth,flat,brown,orange,enlarging,one,none,attached,brown,smooth,close,orange,orange,edible,clustered,orange,pendant,false,smooth,partial,missing,broad
woods,smooth,flat,brown,white,tapering,one,spicy,free,white,smooth,close,white,buff,poisonous,several,white,evanescent,false,smooth,partial,missing,narrow
leaves,smooth,knobbed,brown,pink,tapering,one,spicy,free,white,silky,close,white,buff,poisonous,several,white,evanescent,false,silky,partial,missing,narrow
grasses,smooth,convex,gray,white,enlarging,two,none,free,white,smooth,crowded,white,gray,edible,numerous,white,pendant,false,silky,partial,missing,broad
grasses,fibrous,convex,white,white,enlarging,two,none,free,white,smooth,crowded,white,pink,edible,numerous,white,pendant,false,smooth,partial,missing,broad
woods,scaly,knobbed,brown,white,tapering,one,spicy,free,white,smooth,close,white,buff,poisonous,several,pink,evanescent,false,smooth,partial,missing,narrow
leaves,smooth,convex,brown,orange,enlarging,one,none,attached,brown,smooth,close,orange,brown,edible,clustered,orange,pendant,false,smooth,partial,missing,broad
leaves,scaly,knobbed,brown,white,tapering,one,spicy,free,white,silky,close,white,buff,poisonous,several,pink,evanescent,false,silky,partial,missing,narrow
leaves,scaly,knobbed,brown,pink,tapering,one,spicy,free,white,smooth,close,white,buff,poisonous,several,white,evanescent,false,smooth,partial,missing,narrow
paths,scaly,knobbed,brown,white,tapering,one,spicy,free,white,smooth,close,white,buff,poisonous,several,pink,evanescent,false,smooth,partial,missing,narrow
leaves,scaly,knobbed,red,pink,tapering,one,spicy,free,white,smooth,close,white,buff,poisonous,several,white,evanescent,false,silky,partial,missing,narrow
leaves,smooth,knobbed,brown,pink,tapering,one,foul,free,white,silky,close,white,buff,poisonous,several,pink,evanescent,false,silky,partial,missing,narrow
leaves,smooth,bell,brown,orange,enlarging,one,none,attached,brown,smooth,close,buff,yellow,edible,clustered,orange,pendant,false,smooth,partial,missing,broad
leaves,smooth,flat,brown,orange,enlarging,one,none,attached,orange,smooth,close,brown,orange,edible,clustered,orange,pendant,false,smooth,partial,missing,broad
grasses,smooth,bell,white,white,enlarging,two,none,free,white,silky,crowded,white,gray,edible,scattered,white,pendant,false,silky,partial,missing,broad
leaves,smooth,knobbed,brown,pink,tapering,one,fishy,free,white,silky,close,white,buff,poisonous,several,white,evanescent,false,silky,partial,missing,narrow
leaves,smooth,convex,brown,orange,enlarging,one,none,attached,brown,smooth,close,brown,brown,edible,clustered,orange,pendant,false,smooth,partial,missing,broad
woods,scaly,knobbed,brown,pink,tapering,one,spicy,free,white,smooth,close,white,buff,poisonous,several,white,evanescent,false,silky,partial,missing,narrow
grasses,fibrous,bell,gray,white,enlarging,two,none,free,white,silky,crowded,white,gray,edible,scattered,white,pendant,false,silky,partial,missing,broad
grasses,smooth,bell,gray,white,enlarging,two,none,free,white,smooth,crowded,white,pink,edible,numerous,white,pendant,false,silky,partial,missing,broad
woods,smooth,convex,brown,white,tapering,one,spicy,free,white,silky,close,white,buff,poisonous,several,pink,evanescent,false,silky,partial,missing,narrow
leaves,smooth,convex,brown,orange,enlarging,one,none,attached,orange,smooth,close,buff,brown,edible,clustered,orange,pendant,false,smooth,partial,missing,broad
grasses,smooth,convex,white,white,enlarging,two,none,free,white,silky,crowded,white,pink,edible,numerous,white,pendant,false,smooth,partial,missing,broad
paths,smooth,convex,brown,brown,enlarging,two,none,free,white,scaly,close,white,white,edible,solitary,brown,pendant,false,scaly,partial,bulbous,broad
grasses,smooth,knobbed,gray,white,enlarging,two,none,free,white,silky,crowded,white,gray,edible,scattered,white,pendant,false,smooth,partial,missing,broad
grasses,smooth,convex,white,white,enlarging,two,none,free,white,silky,crowded,white,gray,edible,numerous,white,pendant,false,silky,partial,missing,broad
woods,scaly,flat,cinnamon,cinnamon,enlarging,none,musty,free,white,scaly,close,white,yellow,poisonous,clustered,cinnamon,none,false,silky,partial,club,broad
leaves,smooth,convex,brown,orange,enlarging,one,none,attached,orange,smooth,close,yellow,yellow,edible,clustered,orange,pendant,false,smooth,partial,missing,broad
leaves,smooth,knobbed,red,pink,tapering,one,fishy,free,white,silky,close,white,buff,poisonous,several,pink,evanescent,false,smooth,partial,missing,narrow
leaves,scaly,knobbed,red,pink,tapering,one,spicy,free,white,silky,close,white,buff,poisonous,several,white,evanescent,false,smooth,partial,missing,narrow
grasses,smooth,convex,white,white,enlarging,two,none,free,white,smooth,crowded,white,pink,edible,numerous,white,pendant,false,silky,partial,missing,broad
grasses,fibrous,knobbed,white,white,enlarging,two,none,free,white,silky,crowded,white,gray,edible,scattered,white,pendant,false,silky,partial,missing,broad
grasses,fibrous,bell,gray,white,enlarging,two,none,free,white,smooth,crowded,white,pink,edible,scattered,white,pendant,false,silky,partial,missing,broad
leaves,smooth,knobbed,brown,orange,enlarging,one,none,attached,orange,smooth,close,buff,brown,edible,several,orange,pendant,false,smooth,partial,missing,broad
paths,scaly,knobbed,brown,pink,tapering,one,foul,free,white,smooth,close,white,buff,poisonous,several,pink,evanescent,false,smooth,partial,missing,narrow
paths,scaly,flat,red,pink,tapering,one,spicy,free,white,silky,close,white,buff,poisonous,several,pink,evanescent,false,silky,partial,missing,narrow
leaves,smooth,knobbed,red,pink,tapering,one,spicy,free,white,silky,close,white,buff,poisonous,several,pink,evanescent,false,smooth,partial,missing,narrow
leaves,smooth,knobbed,brown,orange,enlarging,one,none,attached,brown,smooth,close,brown,yellow,edible,several,orange,pendant,false,smooth,partial,missing,broad
paths,smooth,flat,pink,white,enlarging,two,none,free,white,smooth,close,white,white,edible,several,white,pendant,true,smooth,partial,bulbous,broad
paths,scaly,knobbed,brown,white,tapering,one,foul,free,white,silky,close,white,buff,poisonous,several,white,evanescent,false,silky,partial,missing,narrow
grasses,smooth,bell,white,white,enlarging,two,none,free,white,smooth,crowded,white,gray,edible,scattered,white,pendant,false,silky,partial,missing,broad
paths,smooth,knobbed,red,white,tapering,one,fishy,free,white,smooth,close,white,buff,poisonous,several,pink,evanescent,false,smooth,partial,missing,narrow
grasses,smooth,knobbed,white,white,enlarging,two,none,free,white,silky,crowded,white,pink,edible,scattered,white,pendant,false,silky,partial,missing,broad
leaves,scaly,knobbed,brown,pink,tapering,one,spicy,free,white,silky,close,white,buff,poisonous,several,pink,evanescent,false,smooth,partial,missing,narrow
leaves,smooth,knobbed,brown,pink,tapering,one,spicy,free,white,smooth,close,white,buff,poisonous,several,white,evanescent,false,smooth,partial,missing,narrow
leaves,smooth,flat,brown,orange,enlarging,one,none,attached,orange,smooth,close,buff,yellow,edible,clustered,orange,pendant,false,smooth,partial,missing,broad
